CUSTOMER_NUMBER,CUSTOMER_NAME,QTY_SHIPPED,ORGID,GOLIVE_DATE,CANCEL_DATE,CANCEL_TYPE,CITY,STATE,ITEM_DESCRIPTION,NOTES,REPORT_PERIOD,REPORT_SEQ,VENDOR_NAME,ERROR_CODE,SALESORDERID,AMOUNT
3158,"Ravishankar L Rao, MD, PA",2,1b1044453dc316ba,2016-09-13 00:00:00,,,Brooksville,FL,IMO,,2018-02-01 00:00:00,308352,eCW,0,6537fce1-ec4f-e811-8139-e0071b66df91,7.83
308276,Principium Health,2,8c7b0cf2bcec4b05,2017-05-01 00:00:00,,,DALLAS,TX,BUNDLED,,2018-02-01 00:00:00,309398,eCW,0,6437fce1-ec4f-e811-8139-e0071b66df91,7.83
19590,Richard Valinotti MD PC  ,2,f339333aa83d1500,2015-03-30 00:00:00,,,Babylon,NY,RCM - IMO,,2018-02-01 00:00:00,307690,eCW,0,ad37fce1-ec4f-e811-8139-e0071b66df91,7.83
308895,"Ruben Quintero, MD",2,24f6838f3e0300ce,2017-04-21 00:00:00,,,Coral Gables,FL,BUNDLED,,2018-02-01 00:00:00,308947,eCW,0,c837fce1-ec4f-e811-8139-e0071b66df91,7.83
305034,"Rukan Daccak, MD",2,5dfddfb50aa1ecdf,2016-07-25 00:00:00,,,Pasadena ,TX,BUNDLED,,2018-02-01 00:00:00,308497,eCW,0,ec37fce1-ec4f-e811-8139-e0071b66df91,7.83
306564,Sai Medical Group PA,2,b46ad44fbb27cd45,2017-01-23 00:00:00,,,Bastrop,TX,RCM - IMO,,2018-02-01 00:00:00,309021,eCW,0,ee37fce1-ec4f-e811-8139-e0071b66df91,7.83
4767,Laredo Kidney Specialists,1,8825c3c9cfe7a714,2015-09-30 00:00:00,,,Laredo,TX,RCM - IMO,,2018-02-01 00:00:00,307920,eCW,0,94ac10b1-eb4f-e811-812d-e0071b6af241,3.92
29675,Lone Star MedPed,1,fa9a2176275741b7,2015-03-02 00:00:00,,,Houston,TX,RCM - IMO,,2018-02-01 00:00:00,307680,eCW,0,96ac10b1-eb4f-e811-812d-e0071b6af241,3.92
304740,"MAG - PMC Mona Hardas, M.D., P.C.",1,c13564e48ea5d54,2016-08-19 00:00:00,,,Flint,MI,IMO,,2018-02-01 00:00:00,308573,eCW,0,bc7f88fe-eb4f-e811-812d-e0071b6af241,3.92
303906,"Marissa R. Gonzalez, MD, PLLC",1,ff9a61e9eaa726d4,2016-04-04 00:00:00,,,Laredo,TX,BUNDLED,,2018-02-01 00:00:00,308140,eCW,0,df7f88fe-eb4f-e811-812d-e0071b6af241,3.92
308979,MAG - PMC Yale Family Care,1,26b242d7df013e82,2017-06-19 00:00:00,,,Yale,MI,IMO,,2018-02-01 00:00:00,309289,eCW,0,de7f88fe-eb4f-e811-812d-e0071b6af241,3.92
310244,Magnolia Clinic,1,22008d594c36f623,2017-08-14 00:00:00,,,Shawnee,OK,RCM - IMO,,2018-02-01 00:00:00,309538,eCW,0,dd7f88fe-eb4f-e811-812d-e0071b6af241,3.92
32745,Mark D Vaughn,1,6602edb00ad78589,2015-11-16 00:00:00,,,Paris,TX,BUNDLED,,2018-02-01 00:00:00,307706,eCW,0,ec7f88fe-eb4f-e811-812d-e0071b6af241,3.92
29357,"Marianne Styler, MD  EST ",1,272dc7f21a2823fd,2015-03-09 00:00:00,,,New York,NY,RCM - IMO,,2018-02-01 00:00:00,307683,eCW,0,e47f88fe-eb4f-e811-812d-e0071b6af241,3.92
311107,Marion Internal Medicine Associates PLLC,1,d95922f752186d5a,2017-10-13 00:00:00,,,OCALA,FL,BUNDLED,,2018-02-01 00:00:00,309497,eCW,0,e17f88fe-eb4f-e811-812d-e0071b6af241,3.92
10720,"Mark Berman, MD ",1,749b16e8574f4fcca6585d9fcf523fe1,2017-10-01 00:00:00,,,hackensack,NJ,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309708,eCW,0,ea7f88fe-eb4f-e811-812d-e0071b6af241,3.92
307247,MAG - PMC Wendy B. Lawton M.D. PLLC,1,e87ab920b957d2a0,2016-12-05 00:00:00,,,Grand Blanc,MI,IMO,,2018-02-01 00:00:00,308797,eCW,0,ef7f88fe-eb4f-e811-812d-e0071b6af241,3.92
311867,Maged Ayad MD,1,e86d31709f62bb78,2018-01-29 00:00:00,,,Burbank,CA,BUNDLED,,2018-02-01 00:00:00,310058,eCW,0,ee7f88fe-eb4f-e811-812d-e0071b6af241,3.92
308016,Magnolia Healthcare,1,9cff0d67864f845,2017-05-15 00:00:00,,,Florence,SC,BUNDLED,,2018-02-01 00:00:00,309174,eCW,0,f87f88fe-eb4f-e811-812d-e0071b6af241,3.92
1233,Mark Shapiro,1,d29df7e0e1a187d5,2016-01-17 00:00:00,,,Port Jefferson Station,NY,RCM - IMO,,2018-02-01 00:00:00,307811,eCW,0,7c8088fe-eb4f-e811-812d-e0071b6af241,3.92
19737,Mark Kreit MD,1,1c158fe5a900c788,2015-09-25 00:00:00,,,Cleveland,TX,RCM - IMO,,2018-02-01 00:00:00,307883,eCW,0,7e8088fe-eb4f-e811-812d-e0071b6af241,3.92
309830,"Ravi S Shankar, M.D",1,15212062077994fc,2017-09-06 00:00:00,,,Lancaster,CA,BUNDLED,,2018-02-01 00:00:00,309616,eCW,0,878088fe-eb4f-e811-812d-e0071b6af241,3.92
308830,Mark Enander DPM,1,bbd8151b0cbe2902,2017-06-20 00:00:00,,,Pawtucket,RI,BUNDLED,,2018-02-01 00:00:00,309297,eCW,0,7b8088fe-eb4f-e811-812d-e0071b6af241,3.92
3724,Precision Orthopedics,1,cf7793df2d3ce9c3,2017-05-01 00:00:00,,,Mission,TX,BUNDLED,,2018-02-01 00:00:00,309404,eCW,0,8f8088fe-eb4f-e811-812d-e0071b6af241,3.92
12381,Rattanjit S Kohli Physician PC,1,4bf26ea2b90e40bd85e2a23ca3217ea3,2017-10-01 00:00:00,,,Albertson,NY,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309712,eCW,0,918088fe-eb4f-e811-812d-e0071b6af241,3.92
309031,Priola Primary and Palliative Care,1,7e43a6bed75bc5b9,2017-04-21 00:00:00,,,PRESCOTT,AZ,BUNDLED,,2018-02-01 00:00:00,308948,eCW,0,898088fe-eb4f-e811-812d-e0071b6af241,3.92
543,"Mark J. Rodrigues, M.D",1,dffb6ddb23618a3,2017-10-11 00:00:00,,,Orange,CA,IMO,,2018-02-01 00:00:00,309484,eCW,0,7d8088fe-eb4f-e811-812d-e0071b6af241,3.92
308721,Rossana Moura MD,1,62a215c328a88474,2017-05-08 00:00:00,,,Pembroke Pines,FL,BUNDLED,,2018-02-01 00:00:00,309157,eCW,0,b68088fe-eb4f-e811-812d-e0071b6af241,3.92
26755,Richmond Internal Medicine,1,cfb8fee487eb3495,2016-04-01 00:00:00,,,Rockingham,NC,IMO,,2018-02-01 00:00:00,308135,eCW,0,af8088fe-eb4f-e811-812d-e0071b6af241,3.92
1119,"Rothrock, III, MD, Perry",1,2947b0ad0aca047d,2015-05-04 00:00:00,,,Cordova,TN,RCM - IMO,,2018-02-01 00:00:00,307530,eCW,0,198188fe-eb4f-e811-812d-e0071b6af241,3.92
304275,"Royal Palm Physician Group, PA",1,3ea9db1c1fe199d8,2016-05-23 00:00:00,,,Naples,FL,BUNDLED,Paid one year in advance,2018-02-01 00:00:00,308105,eCW,0,1d8188fe-eb4f-e811-812d-e0071b6af241,3.92
14671,"S. David Lang, MD",1,f5e47ac77d9ad0de,2017-09-26 00:00:00,,,Kankakee,IL,IMO,,2018-02-01 00:00:00,309686,eCW,0,1f8188fe-eb4f-e811-812d-e0071b6af241,3.92
303246,"Sadaf, LLC  ",1,72ef7b7177f21c15,2016-03-08 00:00:00,,,ROANOKE RAPIDS,NC,BUNDLED,,2018-02-01 00:00:00,308056,eCW,0,208188fe-eb4f-e811-812d-e0071b6af241,3.92
4505,"Salazar, MD, Juvilusan",1,f199d295de23bb95,2016-07-01 00:00:00,,,Victorville,CA,BUNDLED,,2018-02-01 00:00:00,308435,eCW,0,248188fe-eb4f-e811-812d-e0071b6af241,3.92
310823,Salem Medical Clinic,1,d0bbd6307c67ce53,2017-12-06 00:00:00,,,Warren,MI,IMO,,2018-02-01 00:00:00,309861,eCW,0,2d8188fe-eb4f-e811-812d-e0071b6af241,3.92
307450,"Roy M. Joseph, MD, PA",1,a6a1cf3171160a4f,2017-03-19 00:00:00,2018-02-28 00:00:00,FULL,Denton,TX,BUNDLED,Full Cancellation 2/28/2018,2018-02-01 00:00:00,308847,eCW,0,158188fe-eb4f-e811-812d-e0071b6af241,3.92
305704,Salvat Internal Medicine,1,56963c70da7b4f25,2016-08-01 00:00:00,,,McRae,GA,BUNDLED,,2018-02-01 00:00:00,308527,eCW,0,468188fe-eb4f-e811-812d-e0071b6af241,3.92
11866,Sameer K. Misra MD ,1,d2ea836c38d9473ab2d3811d0096811a,2017-10-01 00:00:00,,,Hollis,NY,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309709,eCW,0,638188fe-eb4f-e811-812d-e0071b6af241,3.92
309301,"Samer Kanaan, MD",1,f23d235c47a13865,2017-05-10 00:00:00,,,Mission Viejo,CA,BUNDLED,,2018-02-01 00:00:00,309163,eCW,0,ab8188fe-eb4f-e811-812d-e0071b6af241,3.92
303919,Sandia Rheumatology         ,1,78253aab05c58f,2016-04-26 00:00:00,,,ALBUQUERQUE,NM,BUNDLED,,2018-02-01 00:00:00,308191,eCW,0,b58188fe-eb4f-e811-812d-e0071b6af241,3.92
311796,Samuel B Cobarrubias MD PC,1,fcb12aa3d111080d,2018-01-28 00:00:00,,,HOMERVILLE,GA,BUNDLED,,2018-02-01 00:00:00,310051,eCW,0,ae8188fe-eb4f-e811-812d-e0071b6af241,3.92
31340,San Pedro Family Care PID,1,27502f042b6dfe93,2015-08-14 00:00:00,2018-03-31 00:00:00,FULL,Benson,AZ,BUNDLED,Full Cancellation 3/31/2018,2018-02-01 00:00:00,307836,eCW,0,b28188fe-eb4f-e811-812d-e0071b6af241,3.92
310980,Sanjay and Archana Bindra MDS Inc,1,e4fd7937ce900fd0,2018-01-26 00:00:00,,,Fremont,CA,BUNDLED,,2018-02-01 00:00:00,310047,eCW,0,bb8188fe-eb4f-e811-812d-e0071b6af241,3.92
309548,Sandraillummd PLLC,1,e5da0c168a653844,2017-07-24 00:00:00,,,Dallas,TX,RCM - IMO,,2018-02-01 00:00:00,309370,eCW,0,b98188fe-eb4f-e811-812d-e0071b6af241,3.92
2355,"Sanjay Barochia, MD",1,9354c0b2aace9b0d,2015-09-29 00:00:00,,,Newington,CT,RCM - IMO,,2018-02-01 00:00:00,307903,eCW,0,83c68004-ec4f-e811-812d-e0071b6af241,3.92
309731,Sarada Penukonda MD,1,c48abe5634481bb0,2017-08-11 00:00:00,,,CAPE CORAL,FL,BUNDLED,,2018-02-01 00:00:00,309257,eCW,0,d2c68004-ec4f-e811-812d-e0071b6af241,3.92
307370,"Sanjay Sikand, MD",1,a45d3f02b61a19fa,2017-01-16 00:00:00,,,Brick,NJ,BUNDLED,,2018-02-01 00:00:00,308996,eCW,0,d8c68004-ec4f-e811-812d-e0071b6af241,3.92
31584,SATILLA FOOT & ANKLE,1,848aa8259617ce3,2015-08-17 00:00:00,,,Waycross,GA,BUNDLED,,2018-02-01 00:00:00,307837,eCW,0,d5c68004-ec4f-e811-812d-e0071b6af241,3.92
15514,Sawsan Selem MD,1,da6765031eab1e0,2017-10-02 00:00:00,,,Long Beach,CA,IMO,,2018-02-01 00:00:00,309444,eCW,0,d4c68004-ec4f-e811-812d-e0071b6af241,3.92
8524,Sanjay Ghosh PhD MD PC,1,1f7ae95f16ce7131,2016-05-01 00:00:00,,,Washington,MO,BUNDLED,Switch to Added Value Bundle will take over 5/1/2016 - 1 FTE,2018-02-01 00:00:00,308198,eCW,0,d3c68004-ec4f-e811-812d-e0071b6af241,3.92
13287,SCOTT A RODGER MD,1,51a218bd079794a2,2017-10-16 00:00:00,,,EUSTIS,FL,RCM - IMO,,2018-02-01 00:00:00,309506,eCW,0,e7c68004-ec4f-e811-812d-e0071b6af241,3.92
303178,SCB Inc. DBA Blythewood Family Medicine    ,1,a972b215dd01fd27,2015-12-01 00:00:00,,,blythewood,SC,BUNDLED,,2018-02-01 00:00:00,307728,eCW,0,e3c68004-ec4f-e811-812d-e0071b6af241,3.92
304002,Sean Jones - Quaidoo MD,1,58c31775e844edfd,2016-04-25 00:00:00,,,Dallas,TX,BUNDLED,,2018-02-01 00:00:00,308189,eCW,0,eac68004-ec4f-e811-812d-e0071b6af241,3.92
308842,Sentinel Primary Care  ,1,14a486f98b4aac0e,2017-05-30 00:00:00,,,RALEIGH,NC,BUNDLED,,2018-02-01 00:00:00,309206,eCW,0,01c78004-ec4f-e811-812d-e0071b6af241,3.92
305065,Rural Health Network ,7,5db2080b8f778b14,2016-07-25 00:00:00,,,"Key West,",FL,BUNDLED,,2018-02-01 00:00:00,308498,eCW,0,41a268fc-ed4f-e811-812d-e0071b6af241,27.42
312116,Manatee Gynecology LLC,7,ccff9bd1a601b889,2018-02-19 00:00:00,,,BRADENTON,FL,BUNDLED,,2018-02-01 00:00:00,310139,eCW,0,5fa268fc-ed4f-e811-812d-e0071b6af241,27.42
311230,Shafter Urgent Care,8,167659cb0d7aafd3,2017-11-28 00:00:00,,,SHAFTER,CA,IMO,,2018-02-01 00:00:00,309835,eCW,0,40a268fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
309488,AMH Family Practice Clinic,7,c66ad9ea63d9baa9,2017-10-02 00:00:00,,,Neligh,NE,BUNDLED,,2018-02-01 00:00:00,309429,eCW,0,36a268fc-ed4f-e811-812d-e0071b6af241,27.42
304902,GPAC - Waycross Internal Medicine ,7,51d56c368f8404d,2016-05-17 00:00:00,,,Waycross,GA,IMO,,2018-02-01 00:00:00,308096,eCW,0,eda268fc-ed4f-e811-812d-e0071b6af241,27.42
308758,Lynnfield Pediatrics,7,27e08863ee77a976,2017-05-26 00:00:00,,,Lynnfield,MA,IMO,,2018-02-01 00:00:00,309190,eCW,0,f3a268fc-ed4f-e811-812d-e0071b6af241,27.42
310775,General Surgery Associates,7,6996f9afd8da413e,2017-09-29 00:00:00,,,HUNTSVILLE,AL,BUNDLED,,2018-02-01 00:00:00,309693,eCW,0,efa268fc-ed4f-e811-812d-e0071b6af241,27.42
308195,Coastal Pain Care,8,b14915f24ed6e44a,2017-06-12 00:00:00,,,Beaumont,TX,BUNDLED,,2018-02-01 00:00:00,309270,eCW,0,55a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
309901,Atlanta Perinatal Associates,10,e02ad0d4bd869710,2017-12-01 00:00:00,,,Atlanta,GA,BUNDLED,,2018-02-01 00:00:00,309838,eCW,0,4da368fc-ed4f-e811-812d-e0071b6af241,39.17
306018,Mid-Ohio Pediatrics Inc.,8,8fc89337f30a6e0b,2016-10-03 00:00:00,,,Westerville,OH,IMO,,2018-02-01 00:00:00,308591,eCW,0,59a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
2320,"Lifespan, Medicine",8,46400440b9ac50aa,2016-10-27 00:00:00,,,Santa Monica,CA,IMO,,2018-02-01 00:00:00,308700,eCW,0,63a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
303156,Monticello Medical Clinic,8,50f24a560f8a36b2,2017-01-01 00:00:00,,,Monticello,AR,BUNDLED,,2018-02-01 00:00:00,308684,eCW,0,66a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
309732,Allergy and Asthma Care,8,10db9cb2d1e3b7d0,2017-08-21 00:00:00,,,Germantown,TN,IMO,,2018-02-01 00:00:00,309572,eCW,0,4ea368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
31964,Florida Atlantic University - Memory Wellness Center,8,6086c80160806edb,2015-10-01 00:00:00,,,Boca Raton,FL,RCM - IMO,,2018-02-01 00:00:00,307942,eCW,0,56a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
32298,"Community Neuroscience Services, LLC",8,ec16c8f860d9e7b8,2017-10-30 00:00:00,,,Westborough,MA,BUNDLED,,2018-02-01 00:00:00,309985,eCW,0,54a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
7608,AIP - The Maxwell Group,9,82a73c70b0445408,2016-11-01 00:00:00,,,Sun City,AZ,BUNDLED,,2018-02-01 00:00:00,308711,eCW,0,53a368fc-ed4f-e811-812d-e0071b6af241,35.25
15932,"J. Kyle Turnbo, M.D., PSC",8,7d90e267534d789e,2016-12-01 00:00:00,,,Paducah,KY,BUNDLED,,2018-02-01 00:00:00,308776,eCW,0,62a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
309196,Our Family Doctors,8,e195b1f201b3f7ca,2017-08-07 00:00:00,,,Largo,FL,BUNDLED,,2018-02-01 00:00:00,309249,eCW,0,eba368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
307584,Start Community Health Center,8,f833358c8c0702db,2017-03-06 00:00:00,,,HOUMA' Louisana ,LA,BUNDLED,,2018-02-01 00:00:00,309119,eCW,0,f8a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
32748,Perfect Health - Andover ,8,ffd2b13918959fc4,2016-01-01 00:00:00,,,Andover,MA,IMO,,2018-02-01 00:00:00,307778,eCW,0,f0a368fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
302519,Summit Pain Management,8,5375545ab96fb2ea,2016-02-28 00:00:00,,,2512 E Dupont Rd #200,IN,BUNDLED,,2018-02-01 00:00:00,308030,eCW,0,00a468fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
303162,The Davis Street Community Center Incorporated                ,6,9032162be28087a7,2016-08-02 00:00:00,,,SAN LEANDRO,CA,BUNDLED,,2018-02-01 00:00:00,308530,eCW,0,27a468fc-ed4f-e811-812d-e0071b6af241,23.5
308947,HPCS Surgery,7,81f34a9711dd584e,2017-05-29 00:00:00,,,Houston,TX,BUNDLED,7.5 FTE,2018-02-01 00:00:00,309196,eCW,0,42a468fc-ed4f-e811-812d-e0071b6af241,27.42
685,"Urology Assoc of Danbury CT, Hennessy, William, MD",8,5898832b2df24137,2016-10-26 00:00:00,,,Danbury,CT,IMO,,2018-02-01 00:00:00,308697,eCW,0,25a468fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
308344,MAG - PMC Owosso Medical Group,8,4805766847580bb1,2017-04-17 00:00:00,,,Owosso,MI,IMO,,2018-02-01 00:00:00,308928,eCW,0,73a468fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
309377,LowCountry Womens Specialists,8,1e49f826292a63da,2017-10-02 00:00:00,,,North Charleston,SC,BUNDLED,,2018-02-01 00:00:00,309428,eCW,0,6fa468fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
310362,Huntington Pulmonary Medical Group (HPMG),8,58371b161e14794d,2017-08-22 00:00:00,,,Pasadena,CA,IMO,,2018-02-01 00:00:00,309576,eCW,0,63a468fc-ed4f-e811-812d-e0071b6af241,31.330000000000002
8049,Coastal Health Alliance,7,31df79faa0975615,2016-10-09 00:00:00,,,Point Reyes Station,CA,IMO,,2018-02-01 00:00:00,308611,eCW,0,91a468fc-ed4f-e811-812d-e0071b6af241,27.42
897,Samuel Koszer MD,9,86c22c00b7cbab8d,2018-01-11 00:00:00,,,Poughkeepsie,NY,IMO,,2018-02-01 00:00:00,309799,eCW,0,a5a468fc-ed4f-e811-812d-e0071b6af241,35.25
307630,Affiliated Health Clinics      ,9,9333368785cf0d64,2017-03-01 00:00:00,,,Saint Petersburg,FL,BUNDLED,,2018-02-01 00:00:00,309110,eCW,0,eee86002-ee4f-e811-812d-e0071b6af241,35.25
302747,Dallas Renal Group,9,8abb90c8637adea2,2016-02-08 00:00:00,,,Dallas,TX,BUNDLED,7.25 FTE,2018-02-01 00:00:00,308267,eCW,0,fbe86002-ee4f-e811-812d-e0071b6af241,35.25
3645,Institute for Respiratory and Sleep Medicine,9,3f21af17ab804707a8c83e66717edf1e,2017-10-01 00:00:00,,,yardley,PA,Free Trial,Free Trial Converted - to start billing 10/1/2017 (9FTE),2018-02-01 00:00:00,309720,eCW,0,0ee96002-ee4f-e811-812d-e0071b6af241,35.25
304242,Medics USA     ,9,f45e0faa98059e6a,2016-06-17 00:00:00,,,PURCELLVILLE,VA,BUNDLED,9.75 FTE,2018-02-01 00:00:00,308406,eCW,0,35e96002-ee4f-e811-812d-e0071b6af241,35.25
302973,Milwaukee Center for Independence (MCFI) ,11,83dcf4f19a641f14,2016-01-06 00:00:00,,,MILWAUKEE,WI,IMO,,2018-02-01 00:00:00,307791,eCW,0,56e96002-ee4f-e811-812d-e0071b6af241,43.08
308812,Northeast Atlanta ENT ,9,7622e3ba782a2d4e,2017-08-14 00:00:00,,,Lawrenceville,GA,BUNDLED,,2018-02-01 00:00:00,309265,eCW,0,64e96002-ee4f-e811-812d-e0071b6af241,35.25
310247,"Northeast Mississippi Health Care, Inc.",9,1de9b8678cf81755,2017-12-04 00:00:00,,,Byhalia,MS,BUNDLED,,2018-02-01 00:00:00,309857,eCW,0,6ce96002-ee4f-e811-812d-e0071b6af241,35.25
32257,Spine Specialists of South Florida,9,c58629fd3a65c6ab,2016-01-01 00:00:00,,,"6699 Boynton Beach Blvd., Ste. B",FL,IMO,,2018-02-01 00:00:00,307776,eCW,0,a5e96002-ee4f-e811-812d-e0071b6af241,35.25
30515,Peak Family Medicine,9,358a6ec9a4173533,2015-09-01 00:00:00,,,Montrose,CO,RCM - IMO,,2018-02-01 00:00:00,307844,eCW,0,70e96002-ee4f-e811-812d-e0071b6af241,35.25
306381,"Sumter Pediatrics, P.A.",9,d559df50c10be2c,2017-08-21 00:00:00,,,Sumter,SC,BUNDLED,,2018-02-01 00:00:00,309562,eCW,0,afe96002-ee4f-e811-812d-e0071b6af241,35.25
303893,Stoneridge Obstetrics & Gynecology       ,9,d382aea33c78fb24,2016-04-22 00:00:00,,,SELLERSVILLE,PA,BUNDLED,,2018-02-01 00:00:00,308182,eCW,0,b3e96002-ee4f-e811-812d-e0071b6af241,35.25
307448,Spine and Orthopaedic Specialists of Central Florida ,9,57da8b154ca2bafb,2017-01-13 00:00:00,,,Melbourne,FL,IMO,,2018-02-01 00:00:00,308987,eCW,0,84e96002-ee4f-e811-812d-e0071b6af241,35.25
304447,"Seema Modi, M.D. Family and Geriatric Medicine PLLC        ",1,66c4a9e17e8122f,2016-06-27 00:00:00,,,CARROLLTON,TX,IMO,,2018-02-01 00:00:00,308421,eCW,0,02c78004-ec4f-e811-812d-e0071b6af241,3.92
308002,West Virginia Orthopedic Trauma,1,3436c136de47f95f,2017-02-27 00:00:00,,,BECKLEY,WV,BUNDLED,1.5 FTE,2018-02-01 00:00:00,309103,eCW,0,7ec78004-ec4f-e811-812d-e0071b6af241,3.92
308089,"Women's HealthNow, PLLC",1,aaa3a7cb0c62bf61,2017-04-24 00:00:00,,,Queen's Creek ,AZ,BUNDLED,,2018-02-01 00:00:00,308956,eCW,0,78c78004-ec4f-e811-812d-e0071b6af241,3.92
311158,Womens Healthcare Consultants,1,43a19c2d6b079218,2017-11-27 00:00:00,,,Newark,DE,BUNDLED,,2018-02-01 00:00:00,309794,eCW,0,7fc78004-ec4f-e811-812d-e0071b6af241,3.92
310591,"D&S Medical Services, Inc. dba Occupational Healthcare",1,be34a148d9ba6864,2018-01-08 00:00:00,,,Highlands,TX,BUNDLED,,2018-02-01 00:00:00,309930,eCW,0,86c78004-ec4f-e811-812d-e0071b6af241,3.92
32641,Woodard Creek Family Health,1,a5bdb59913aba62a,2015-10-16 00:00:00,,,"520 Lilly Road, Bld #3",WA,BUNDLED,Old Org ID:3371f4c068d2c83,2018-02-01 00:00:00,307964,eCW,0,85c78004-ec4f-e811-812d-e0071b6af241,3.92
310125,Diabetes and Endocrine Center of Florida,1,54a60376a1898cab,2018-01-08 00:00:00,,,Orlando,FL,BUNDLED,,2018-02-01 00:00:00,309936,eCW,0,84c78004-ec4f-e811-812d-e0071b6af241,3.92
304086,"Sequoia Institute for Surgical Services, Inc.",1,666590e20e93ab38,2017-01-23 00:00:00,,,Visalia,CA,RCM - IMO,,2018-02-01 00:00:00,309020,eCW,0,73c78004-ec4f-e811-812d-e0071b6af241,3.92
311386,"BG Neurology, LLC",1,e1618bd67bae4c39,2018-01-08 00:00:00,,,Spartanburg,SC,BUNDLED,,2018-02-01 00:00:00,309934,eCW,0,9ac78004-ec4f-e811-812d-e0071b6af241,3.92
311615,Melepura Medical,1,44d0fb19e1a591cb,2018-01-02 00:00:00,,,Long Island City,NY,BUNDLED,,2018-02-01 00:00:00,309909,eCW,0,a2c78004-ec4f-e811-812d-e0071b6af241,3.92
311654,"MAG - PMC Amanda Winston, M.D., PLLC",1,f785f2b172bfb81f,2018-01-03 00:00:00,,,Davison,MI,IMO,,2018-02-01 00:00:00,309918,eCW,0,19c88004-ec4f-e811-812d-e0071b6af241,3.92
306633,"David Nehme, PA",1,7c0954fae72d92df,2016-12-02 00:00:00,,,STUART,FL,BUNDLED,,2018-02-01 00:00:00,308783,eCW,0,1ac88004-ec4f-e811-812d-e0071b6af241,3.92
305105,David Ghausi MD Inc,1,dc9ce770c401fb87,2017-10-30 00:00:00,,,Thousand Oaks,CA,BUNDLED,,2018-02-01 00:00:00,309735,eCW,0,21c88004-ec4f-e811-812d-e0071b6af241,3.92
309216,Florida Pain Clinic,1,8ae1988652dc07f2,2017-09-04 00:00:00,,,Ocala,FL,BUNDLED,,2018-02-01 00:00:00,309606,eCW,0,53c88004-ec4f-e811-812d-e0071b6af241,3.92
31376,Florida Surgical Specialists,1,3e7e6aaf988cffe2,2015-07-01 00:00:00,,,Largo,FL,RCM - IMO,,2018-02-01 00:00:00,307556,eCW,0,54c88004-ec4f-e811-812d-e0071b6af241,3.92
30339,Fort Bend Cardiology PA  ,1,bb89ffb2dabcbcc9,2015-06-08 00:00:00,,,Richmond,TX,RCM - IMO,,2018-02-01 00:00:00,307543,eCW,0,59c88004-ec4f-e811-812d-e0071b6af241,3.92
306719,Foot Specialists of Alabama LLC  DBA Marshall Foot Clinic,1,3674544f1fd7f260,2016-10-24 00:00:00,,,Guntersville,AL,RCM - IMO,,2018-02-01 00:00:00,308696,eCW,0,5cc88004-ec4f-e811-812d-e0071b6af241,3.92
306702,Irish Springs Internal Medicine,1,9acd7ce1afca3ed7,2016-11-04 00:00:00,,,JEFFERSONVILLE,VT,BUNDLED,,2018-02-01 00:00:00,308728,eCW,0,f91f8c0a-ec4f-e811-812d-e0071b6af241,3.92
32642,Medical Surgical Clinic,1,97f1a13de4567bdc,2015-10-01 00:00:00,,,Belleville,IL,BUNDLED,,2018-02-01 00:00:00,307944,eCW,0,11208c0a-ec4f-e811-812d-e0071b6af241,3.92
7855,Palm Beach Wellington Womens care.,1,575a75252f7c2f4,2015-09-29 00:00:00,,,West Palm Beach,FL,RCM - IMO,,2018-02-01 00:00:00,307908,eCW,0,85799710-ec4f-e811-812d-e0071b6af241,3.92
303833,Padmanand Solanki MD Inc         ,1,3c4831faefaa43d,2016-08-15 00:00:00,,,youngstown,OH,BUNDLED,,2018-02-01 00:00:00,308554,eCW,0,26208c0a-ec4f-e811-812d-e0071b6af241,3.92
303836,"Raymond Duong, MD   ",1,b0d3d6070ce38e49,2016-02-02 00:00:00,,,vero beach,FL,BUNDLED,,2018-02-01 00:00:00,308263,eCW,0,1b7ace38-ec4f-e811-812d-e0071b6af241,3.92
305777,Chesterfield Urology,1,cb19efed54323e8a,2016-08-15 00:00:00,,,Midlothian,VA,BUNDLED,,2018-02-01 00:00:00,308564,eCW,0,5accc344-ec4f-e811-812d-e0071b6af241,3.92
